courseId,assignmentCompletionRate,courseTitle
0090d835-d929-40b2-89e2-5b60a6bc2da6,1.0,Salesforce Experience Cloud
0f896870-2851-49cb-8c68-d956eb6ffaee,0.5," Five in One : Business Analysis, Salesforce Business Analysis, Scrum & Agile Theory & Practice Quality Testing and Product Ownership "
827637fd-dd6f-441b-a8b3-c6db3ae66fed,0.3714285714285714,Triple Play Beta- 8+ Salesforce Automation Implementation
a821c0b3-fb2b-461f-99e6-51006ffd0f60,0.5,Data Analytics & Business Intelligence
a95d58be-ebf1-49f8-8362-705ec50cc68b,0.5666666666666667,Triple Play Course Gamma. Salesforce Admin Essentials
f8060d09-b150-4868-8cee-d827bb859190,0.2571428571428571,Triple Play Alpha - 8+ Salesforce Project Implementation
